date,slug,date,name,age,team,away,opponent,game_result,minutes_played,field_goals,field_goals_att,field_goal_perc,three_point_made,three_point_att,three_point_perc,free_throws_made,free_throws_att,free_throw_perc,offensive_rebound,defensive_rebound,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,date_string,combined,team_field_goals,team_free_throws_att,team_turnovers,team_minutes_played,true_shooting_att,true_shooting_%,usage_rate,fantasy_points
2020-02-22,antetth01,2020-02-22,Thanasis Antetokounmpo,27,MIL,0,PHI,21.0,,,,,,,,,,,,,,,,,,,,,,2020-02-22,2020-02-22MIL,83.0,11.0,16.0,218.25000000000003,,,,
2020-02-24,antetth01,2020-02-24,Thanasis Antetokounmpo,27,MIL,1,WAS,3.0,,,,,,,,,,,,,,,,,,,,,,2020-02-24,2020-02-24MIL,81.0,25.0,18.0,234.28,,,,
2020-02-25,antetth01,2020-02-25,Thanasis Antetokounmpo,27,MIL,1,TOR,11.0,,,,,,,,,,,,,,,,,,,,,,2020-02-25,2020-02-25MIL,78.0,32.0,13.0,217.81,,,,
2020-02-28,antetth01,2020-02-28,Thanasis Antetokounmpo,27,MIL,0,OKC,47.0,9.05,3.0,6.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,4.0,5.0,0.0,2.0,0.0,1.0,1.0,6.0,5.5,8.0,2020-02-28,2020-02-28MIL,93.0,14.0,15.0,218.34,6.0,0.5,29.58685493269115,15.75
2020-03-01,antetth01,2020-03-01,Thanasis Antetokounmpo,27,MIL,1,CHO,8.0,,,,,,,,,,,,,,,,,,,,,,2020-03-01,2020-03-01MIL,82.0,21.0,14.0,210.64999999999998,,,,
2020-01-01,anthoca01,2020-01-01,Carmelo Anthony,35,POR,1,NYK,-24.0,31.17,11.0,17.0,0.647,3.0,5.0,0.6,1.0,2.0,0.5,1.0,6.0,7.0,0.0,0.0,0.0,1.0,4.0,26.0,18.0,-9.0,2020-01-01,2020-01-01POR,80.0,13.0,7.0,183.93,17.88,0.727069351230425,24.03113765891242,35.75
2020-01-03,anthoca01,2020-01-03,Carmelo Anthony,35,POR,1,WAS,19.0,30.36,7.0,9.0,0.778,1.0,1.0,1.0,1.0,2.0,0.5,1.0,5.0,6.0,2.0,2.0,0.0,2.0,3.0,16.0,14.5,21.0,2020-01-03,2020-01-03POR,76.0,33.0,6.0,199.32999999999998,9.88,0.8097165991902834,16.162183102398245,30.0
2020-01-05,anthoca01,2020-01-05,Carmelo Anthony,35,POR,1,MIA,-11.0,37.2,3.0,11.0,0.273,0.0,4.0,0.0,5.0,6.0,0.833,0.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,11.0,4.6,-9.0,2020-01-05,2020-01-05POR,63.0,19.0,6.0,181.69,13.64,0.4032258064516129,18.485989258431463,17.5
2020-01-07,anthoca01,2020-01-07,Carmelo Anthony,35,POR,1,TOR,2.0,35.5,10.0,17.0,0.588,5.0,8.0,0.625,3.0,3.0,1.0,0.0,7.0,7.0,1.0,2.0,0.0,1.0,3.0,28.0,22.7,11.0,2020-01-07,2020-01-07POR,73.0,11.0,7.0,192.23000000000002,18.32,0.7641921397379913,24.66205550132478,44.25
2020-01-09,anthoca01,2020-01-09,Carmelo Anthony,35,POR,1,MIN,-14.0,23.57,3.0,10.0,0.3,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,1.6,-29.0,2020-01-09,2020-01-09POR,68.0,20.0,8.0,164.67000000000002,10.88,0.3676470588235294,17.927426133316263,10.5
2020-01-11,anthoca01,2020-01-11,Carmelo Anthony,35,POR,0,MIL,-21.0,32.52,7.0,17.0,0.41200000000000003,3.0,7.0,0.429,2.0,2.0,1.0,4.0,7.0,11.0,0.0,1.0,0.0,2.0,3.0,19.0,12.6,-20.0,2020-01-11,2020-01-11POR,74.0,14.0,8.0,168.63,17.88,0.5313199105145414,23.386169728303447,35.25
2020-01-13,anthoca01,2020-01-13,Carmelo Anthony,35,POR,0,CHO,3.0,36.36,7.0,13.0,0.5379999999999999,1.0,4.0,0.25,2.0,2.0,1.0,0.0,6.0,6.0,8.0,1.0,0.0,2.0,2.0,17.0,16.3,1.0,2020-01-13,2020-01-13POR,68.0,16.0,11.0,183.46999999999997,13.88,0.6123919308357348,18.626072044675407,38.0
2020-01-15,anthoca01,2020-01-15,Carmelo Anthony,35,POR,1,HOU,10.0,33.58,7.0,10.0,0.7,1.0,2.0,0.5,3.0,3.0,1.0,1.0,11.0,12.0,1.0,0.0,0.0,1.0,1.0,18.0,17.1,4.0,2020-01-15,2020-01-15POR,84.0,27.0,6.0,190.5,11.32,0.7950530035335689,13.720377334930001,34.5
2020-01-17,anthoca01,2020-01-17,Carmelo Anthony,35,POR,1,DAL,-8.0,32.05,8.0,16.0,0.5,1.0,4.0,0.25,5.0,6.0,0.833,1.0,4.0,5.0,0.0,0.0,0.0,2.0,3.0,22.0,12.3,-8.0,2020-01-17,2020-01-17POR,72.0,22.0,10.0,186.06,18.64,0.5901287553648068,26.139066086203655,27.75
2020-01-18,anthoca01,2020-01-18,Carmelo Anthony,35,POR,1,OKC,-13.0,32.19,4.0,13.0,0.308,0.0,3.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,0.0,0.0,1.0,2.0,3.0,9.0,0.2,-15.0,2020-01-18,2020-01-18POR,49.0,16.0,11.0,127.47,13.88,0.324207492795389,18.760028648515195,15.0
2020-01-20,anthoca01,2020-01-20,Carmelo Anthony,35,POR,0,GSW,5.0,42.44,7.0,14.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,8.0,9.0,2.0,2.0,1.0,2.0,1.0,14.0,11.8,0.0,2020-01-20,2020-01-20POR,65.0,22.0,10.0,150.06,14.0,0.5,13.361607061368028,33.25
2020-01-23,anthoca01,2020-01-23,Carmelo Anthony,35,POR,0,DAL,-8.0,37.23,7.0,21.0,0.33299999999999996,2.0,5.0,0.4,0.0,0.0,,4.0,7.0,11.0,5.0,1.0,1.0,3.0,5.0,16.0,9.2,1.0,2020-01-23,2020-01-23POR,74.0,15.0,11.0,184.61999999999998,21.0,0.38095238095238093,25.985523718370516,40.75
2020-01-26,anthoca01,2020-01-26,Carmelo Anthony,35,POR,0,IND,10.0,33.27,5.0,12.0,0.41700000000000004,2.0,3.0,0.667,2.0,2.0,1.0,2.0,6.0,8.0,2.0,0.0,0.0,1.0,4.0,14.0,9.6,14.0,2020-01-26,2020-01-26POR,78.0,23.0,11.0,186.04000000000002,12.88,0.5434782608695652,15.660719046575904,27.5
2020-01-29,anthoca01,2020-01-29,Carmelo Anthony,35,POR,0,HOU,13.0,34.28,2.0,11.0,0.182,0.0,4.0,0.0,2.0,2.0,1.0,2.0,11.0,13.0,5.0,1.0,0.0,4.0,3.0,6.0,3.1,4.0,2020-01-29,2020-01-29POR,76.0,23.0,17.0,185.01,11.88,0.2525252525252525,16.622333034300645,29.75
2020-01-31,anthoca01,2020-01-31,Carmelo Anthony,35,POR,1,LAL,8.0,,,,,,,,,,,,,,,,,,,,,,2020-01-31,2020-01-31POR,77.0,19.0,4.0,177.47,,,,
2020-02-01,anthoca01,2020-02-01,Carmelo Anthony,35,POR,0,UTA,17.0,32.01,5.0,15.0,0.33299999999999996,1.0,3.0,0.33299999999999996,4.0,4.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,15.0,9.5,9.0,2020-02-01,2020-02-01POR,74.0,18.0,10.0,175.42000000000002,16.76,0.4474940334128878,19.984230341421267,23.25
2020-02-04,anthoca01,2020-02-04,Carmelo Anthony,35,POR,1,DEN,-28.0,26.01,0.0,5.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,-2.1,-18.0,2020-02-04,2020-02-04POR,68.0,15.0,7.0,169.87,5.88,0.17006802721088435,9.412250944206978,4.5
2020-02-06,anthoca01,2020-02-06,Carmelo Anthony,35,POR,0,SAS,8.0,35.28,8.0,15.0,0.5329999999999999,4.0,7.0,0.5710000000000001,0.0,0.0,,0.0,8.0,8.0,4.0,0.0,0.0,0.0,2.0,20.0,17.1,20.0,2020-02-06,2020-02-06POR,78.0,12.0,12.0,199.6,15.0,0.6666666666666666,17.813590591568286,38.0
2020-02-07,anthoca01,2020-02-07,Carmelo Anthony,35,POR,1,UTA,-3.0,38.36,2.0,10.0,0.2,0.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,8.0,0.0,0.0,0.0,2.0,2.0,5.0,-0.8,5.0,2020-02-07,2020-02-07POR,80.0,11.0,9.0,187.98,10.44,0.23946360153256707,12.992580720006185,14.0
2020-02-09,anthoca01,2020-02-09,Carmelo Anthony,35,POR,0,MIA,6.0,32.5,6.0,14.0,0.429,3.0,6.0,0.5,0.0,1.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,4.0,3.0,15.0,5.2,15.0,2020-02-09,2020-02-09POR,72.0,21.0,13.0,198.53,14.44,0.5193905817174516,23.90553219276479,25.0
2020-02-11,anthoca01,2020-02-11,Carmelo Anthony,35,POR,1,NOP,-21.0,26.08,8.0,16.0,0.5,0.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,18.0,8.4,-8.0,2020-02-11,2020-02-11POR,68.0,16.0,12.0,161.04000000000002,16.88,0.533175355450237,26.787937567665107,21.75
2020-02-12,anthoca01,2020-02-12,Carmelo Anthony,35,POR,1,MEM,-7.0,35.36,1.0,15.0,0.067,0.0,4.0,0.0,3.0,4.0,0.75,6.0,9.0,15.0,0.0,1.0,1.0,1.0,2.0,5.0,1.3,-5.0,2020-02-12,2020-02-12POR,80.0,20.0,10.0,193.35,16.76,0.14916467780429593,19.65838936010406,27.25
2020-02-21,anthoca01,2020-02-21,Carmelo Anthony,35,POR,0,NOP,-13.0,32.01,6.0,17.0,0.353,2.0,6.0,0.33299999999999996,6.0,6.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,4.0,20.0,11.6,-19.0,2020-02-21,2020-02-21POR,64.0,17.0,13.0,143.78,19.64,0.5091649694501018,23.011564804559182,31.75
2020-02-23,anthoca01,2020-02-23,Carmelo Anthony,35,POR,0,DET,3.0,37.21,11.0,16.0,0.688,5.0,9.0,0.556,5.0,6.0,0.833,0.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,32.0,25.9,9.0,2020-02-23,2020-02-23POR,64.0,17.0,8.0,166.22,18.64,0.8583690987124464,20.952780009053743,41.0
2020-02-25,anthoca01,2020-02-25,Carmelo Anthony,35,POR,0,BOS,-12.0,34.23,5.0,14.0,0.35700000000000004,2.0,6.0,0.33299999999999996,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,14.0,6.1,-10.0,2020-02-25,2020-02-25POR,61.0,21.0,12.0,169.49,14.88,0.4704301075268817,20.326215086545474,20.0
2020-02-27,anthoca01,2020-02-27,Carmelo Anthony,35,POR,1,IND,-6.0,36.21,5.0,8.0,0.625,0.0,0.0,,2.0,2.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,2.0,2.0,12.0,10.5,4.0,2020-02-27,2020-02-27POR,64.0,6.0,8.0,158.5,8.88,0.6756756756756757,12.761096769973177,25.25
2020-02-29,anthoca01,2020-02-29,Carmelo Anthony,35,POR,1,ATL,-12.0,36.33,5.0,13.0,0.385,1.0,3.0,0.33299999999999996,1.0,2.0,0.5,3.0,3.0,6.0,2.0,0.0,0.0,4.0,3.0,12.0,3.7,-13.0,2020-02-29,2020-02-29POR,68.0,17.0,13.0,165.63,13.88,0.4322766570605187,18.425785035606403,21.0
2020-01-02,anunoog01,2020-01-02,OG Anunoby,22,TOR,1,MIA,-8.0,36.48,5.0,12.0,0.41700000000000004,2.0,5.0,0.4,0.0,0.0,,1.0,11.0,12.0,3.0,2.0,0.0,2.0,2.0,12.0,10.9,-1.0,2020-01-02,2020-01-02TOR,83.0,14.0,9.0,224.87,12.0,0.5,17.58329133244685,35.5
2020-01-04,anunoog01,2020-01-04,OG Anunoby,22,TOR,1,BRK,19.0,29.13,3.0,6.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,7.0,4.8,8.0,2020-01-04,2020-01-04TOR,91.0,24.0,3.0,212.81,6.0,0.5833333333333334,8.384307897662667,12.75
2020-01-07,anunoog01,2020-01-07,OG Anunoby,22,TOR,0,POR,-2.0,29.44,3.0,9.0,0.33299999999999996,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,6.0,0.0,0.0,1.0,1.0,2.0,8.0,4.4,-9.0,2020-01-07,2020-01-07TOR,79.0,17.0,10.0,192.94000000000003,9.0,0.4444444444444444,13.58554825510131,18.0
2020-01-08,anunoog01,2020-01-08,OG Anunoby,22,TOR,1,CHO,2.0,36.02,8.0,13.0,0.615,3.0,4.0,0.75,0.0,0.0,,1.0,6.0,7.0,1.0,1.0,0.0,0.0,4.0,19.0,15.7,13.0,2020-01-08,2020-01-08TOR,64.0,17.0,10.0,202.94,13.0,0.7307692307692307,17.978202803929634,32.75
2020-01-12,anunoog01,2020-01-12,OG Anunoby,22,TOR,0,SAS,-1.0,29.25,3.0,5.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,8.0,8.6,10.0,2020-01-12,2020-01-12TOR,84.0,11.0,9.0,207.27000000000004,5.44,0.7352941176470588,7.879942134725456,17.25
2020-01-15,anunoog01,2020-01-15,OG Anunoby,22,TOR,1,OKC,9.0,38.35,8.0,13.0,0.615,3.0,6.0,0.5,2.0,2.0,1.0,0.0,5.0,5.0,5.0,3.0,0.0,1.0,2.0,21.0,21.3,3.0,2020-01-15,2020-01-15TOR,77.0,15.0,15.0,220.86,13.88,0.7564841498559077,17.38231882601533,41.75
2020-01-17,anunoog01,2020-01-17,OG Anunoby,22,TOR,0,WAS,29.0,25.39,8.0,13.0,0.615,2.0,6.0,0.33299999999999996,0.0,0.0,,1.0,5.0,6.0,2.0,4.0,0.0,4.0,2.0,18.0,14.9,8.0,2020-01-17,2020-01-17TOR,74.0,16.0,15.0,208.05999999999997,13.0,0.6923076923076923,29.010329324839866,35.5
2020-01-18,anunoog01,2020-01-18,OG Anunoby,22,TOR,1,MIN,10.0,24.11,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,-0.9,3.0,2020-01-18,2020-01-18TOR,88.0,17.0,12.0,224.09,4.88,0.20491803278688525,10.16962479838638,5.25
2020-01-20,anunoog01,2020-01-20,OG Anunoby,22,TOR,1,ATL,5.0,20.35,2.0,6.0,0.33299999999999996,0.0,2.0,0.0,0.0,0.0,,3.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,4.0,1.9,1.0,2020-01-20,2020-01-20TOR,82.0,43.0,13.0,219.79000000000002,6.0,0.3333333333333333,13.273075808188166,10.0
2020-01-22,anunoog01,2020-01-22,OG Anunoby,22,TOR,0,PHI,12.0,21.23,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.2,-13.0,2020-01-22,2020-01-22TOR,85.0,21.0,11.0,225.10999999999999,3.0,0.0,8.060350761859084,9.0
2020-01-24,anunoog01,2020-01-24,OG Anunoby,22,TOR,1,NYK,6.0,25.35,3.0,7.0,0.429,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,7.0,4.2,-5.0,2020-01-24,2020-01-24TOR,78.0,23.0,6.0,225.73000000000002,7.0,0.5,15.137333598218229,13.5
2020-01-26,anunoog01,2020-01-26,OG Anunoby,22,TOR,1,SAS,4.0,23.51,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,,2.0,3.0,5.0,3.0,1.0,1.0,0.0,2.0,10.0,11.3,5.0,2020-01-26,2020-01-26TOR,93.0,15.0,7.0,223.33999999999997,8.0,0.625,14.258592607193615,25.75
2020-01-28,anunoog01,2020-01-28,OG Anunoby,22,TOR,0,ATL,16.0,26.38,1.0,3.0,0.33299999999999996,0.0,2.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,3.0,1.0,3.0,0.0,4.0,4.0,8.1,14.0,2020-01-28,2020-01-28TOR,85.0,23.0,10.0,201.64,3.88,0.5154639175257733,5.642587034363702,24.0
2020-01-30,anunoog01,2020-01-30,OG Anunoby,22,TOR,1,CLE,6.0,31.28,4.0,9.0,0.444,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,9.0,2.3,-3.0,2020-01-30,2020-01-30TOR,83.0,28.0,13.0,230.85999999999999,9.88,0.4554655870445344,16.18898914649027,13.75
2020-01-31,anunoog01,2020-01-31,OG Anunoby,22,TOR,1,DET,13.0,23.48,3.0,6.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,3.9,1.0,2020-01-31,2020-01-31TOR,80.0,11.0,13.0,222.32,6.0,0.5,11.613021851202323,10.0
2020-02-02,anunoog01,2020-02-02,OG Anunoby,22,TOR,0,CHI,27.0,21.03,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,,2.0,5.0,7.0,0.0,1.0,0.0,2.0,0.0,4.0,4.6,6.0,2020-02-02,2020-02-02TOR,62.0,19.0,12.0,185.5,3.0,0.6666666666666666,10.709971208364193,13.75
2020-02-05,anunoog01,2020-02-05,OG Anunoby,22,TOR,0,IND,1.0,27.37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.2,-2.0,2020-02-05,2020-02-05TOR,77.0,24.0,10.0,210.84999999999997,1.0,0.0,3.1585445558511114,5.25
2020-02-07,anunoog01,2020-02-07,OG Anunoby,22,TOR,1,IND,9.0,28.12,5.0,8.0,0.625,3.0,5.0,0.6,3.0,4.0,0.75,1.0,2.0,3.0,0.0,5.0,0.0,1.0,6.0,16.0,14.9,9.0,2020-02-07,2020-02-07TOR,77.0,16.0,15.0,213.78,9.76,0.819672131147541,16.518986250939314,30.75
2020-02-08,anunoog01,2020-02-08,OG Anunoby,22,TOR,0,BRK,1.0,28.51,2.0,4.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,5.0,6.1,-5.0,2020-02-08,2020-02-08TOR,69.0,18.0,5.0,177.48,4.88,0.5122950819672131,7.41672329884251,15.5
2020-02-10,anunoog01,2020-02-10,OG Anunoby,22,TOR,0,MIN,11.0,35.45,10.0,13.0,0.769,3.0,4.0,0.75,2.0,2.0,1.0,5.0,7.0,12.0,3.0,3.0,1.0,1.0,0.0,25.0,30.3,10.0,2020-02-10,2020-02-10TOR,83.0,23.0,17.0,220.93,13.88,0.9005763688760806,16.84244652711211,53.5
2020-02-12,anunoog01,2020-02-12,OG Anunoby,22,TOR,1,BRK,-10.0,32.11,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,4.0,0.7,-10.0,2020-02-12,2020-02-12TOR,83.0,11.0,13.0,219.15,5.0,0.4,9.475374156987872,10.75
2020-02-21,anunoog01,2020-02-21,OG Anunoby,22,TOR,0,PHO,17.0,38.34,5.0,9.0,0.556,0.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,4.0,1.0,12.0,9.7,19.0,2020-02-21,2020-02-21TOR,69.0,22.0,19.0,209.44,9.88,0.6072874493927125,15.52463261383449,27.75
2020-02-23,anunoog01,2020-02-23,OG Anunoby,22,TOR,0,IND,46.0,27.36,3.0,7.0,0.429,0.0,2.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,7.0,4.0,21.0,2020-02-23,2020-02-23TOR,71.0,16.0,14.0,189.95,7.88,0.44416243654822335,14.905053358443183,18.0
2020-02-25,anunoog01,2020-02-25,OG Anunoby,22,TOR,0,MIL,-11.0,29.51,4.0,8.0,0.5,2.0,3.0,0.667,1.0,1.0,1.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,2.0,11.0,13.3,-20.0,2020-02-25,2020-02-25TOR,77.0,18.0,15.0,210.60000000000002,8.44,0.6516587677725119,12.056164755593022,28.25
2020-02-28,anunoog01,2020-02-28,OG Anunoby,22,TOR,0,CHO,-3.0,40.24,5.0,12.0,0.41700000000000004,2.0,6.0,0.33299999999999996,4.0,5.0,0.8,4.0,5.0,9.0,3.0,6.0,0.0,0.0,3.0,16.0,20.4,0.0,2020-02-28,2020-02-28TOR,85.0,28.0,5.0,216.72000000000003,14.2,0.5633802816901409,14.9485417440626,44.75
2020-03-01,anunoog01,2020-03-01,OG Anunoby,22,TOR,1,DEN,-15.0,39.47,12.0,16.0,0.75,3.0,6.0,0.5,5.0,5.0,1.0,2.0,5.0,7.0,3.0,7.0,0.0,0.0,5.0,32.0,35.6,-11.0,2020-03-01,2020-03-01TOR,83.0,27.0,10.0,215.38,18.2,0.8791208791208791,18.938559869452554,60.75
2020-01-02,arcidry01,2020-01-02,Ryan Arcidiacono,25,CHI,0,UTA,-4.0,,,,,,,,,,,,,,,,,,,,,,2020-01-02,2020-01-02CHI,66.0,10.0,5.0,167.02,,,,
2020-01-04,arcidry01,2020-01-04,Ryan Arcidiacono,25,CHI,0,BOS,-7.0,,,,,,,,,,,,,,,,,,,,,,2020-01-04,2020-01-04CHI,61.0,26.0,8.0,173.89,,,,
2020-01-06,arcidry01,2020-01-06,Ryan Arcidiacono,25,CHI,1,DAL,-8.0,,,,,,,,,,,,,,,,,,,,,,2020-01-06,2020-01-06CHI,75.0,6.0,4.0,169.02,,,,
2020-01-08,arcidry01,2020-01-08,Ryan Arcidiacono,25,CHI,1,NOP,-15.0,13.05,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,2.5,-9.0,2020-01-08,2020-01-08CHI,76.0,13.0,9.0,175.87,4.0,0.625,14.855189982903905,9.0
2020-01-10,arcidry01,2020-01-10,Ryan Arcidiacono,25,CHI,0,IND,-11.0,,,,,,,,,,,,,,,,,,,,,,2020-01-10,2020-01-10CHI,58.0,9.0,13.0,171.44,,,,
2020-01-11,arcidry01,2020-01-11,Ryan Arcidiacono,25,CHI,1,DET,9.0,17.52,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,6.0,8.1,3.0,2020-01-11,2020-01-11CHI,63.0,12.0,7.0,184.53,2.0,1.5,8.394687231595649,15.0
2020-01-13,arcidry01,2020-01-13,Ryan Arcidiacono,25,CHI,1,BOS,-12.0,13.25,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.3,-7.0,2020-01-13,2020-01-13CHI,63.0,24.0,12.0,180.29,2.0,0.0,6.361286794217012,3.75
2020-01-15,arcidry01,2020-01-15,Ryan Arcidiacono,25,CHI,0,WAS,9.0,17.17,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,-1.6,-8.0,2020-01-15,2020-01-15CHI,68.0,18.0,12.0,202.35,2.0,0.0,8.042600277797945,5.0
2020-01-17,arcidry01,2020-01-17,Ryan Arcidiacono,25,CHI,1,PHI,-11.0,13.54,2.0,6.0,0.33299999999999996,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,5.0,1.4,7.0,2020-01-17,2020-01-17CHI,61.0,11.0,14.0,193.48000000000002,6.0,0.4166666666666667,25.05676049292085,10.25
2020-01-18,arcidry01,2020-01-18,Ryan Arcidiacono,25,CHI,0,CLE,2.0,4.57,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.6,2.0,2020-01-18,2020-01-18CHI,79.0,9.0,10.0,195.66000000000003,3.0,0.3333333333333333,27.633823822956728,5.25
2020-01-20,arcidry01,2020-01-20,Ryan Arcidiacono,25,CHI,1,MIL,-13.0,12.0,2.0,5.0,0.4,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,0.8,1.0,2020-01-20,2020-01-20CHI,79.0,14.0,12.0,194.34,5.0,0.4,20.00205846027172,7.0
2020-01-22,arcidry01,2020-01-22,Ryan Arcidiacono,25,CHI,0,MIN,7.0,14.4,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,1.9,4.0,2020-01-22,2020-01-22CHI,66.0,30.0,10.0,193.14,2.44,0.20491803278688525,7.337780269058296,8.25
2020-01-24,arcidry01,2020-01-24,Ryan Arcidiacono,25,CHI,0,SAC,-17.0,12.53,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,2.5,-6.0,2020-01-24,2020-01-24CHI,62.0,11.0,17.0,187.72,2.0,0.75,7.147730941922591,7.5
2020-01-25,arcidry01,2020-01-25,Ryan Arcidiacono,25,CHI,1,CLE,12.0,12.11,3.0,5.0,0.6,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5.5,-6.0,2020-01-25,2020-01-25CHI,72.0,17.0,9.0,203.93,5.44,0.8272058823529411,20.707170407491308,10.5
2020-01-27,arcidry01,2020-01-27,Ryan Arcidiacono,25,CHI,0,SAS,1.0,4.57,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,4.0,2020-01-27,2020-01-27CHI,73.0,12.0,7.0,196.66000000000003,0.0,,0.0,1.5
2020-01-29,arcidry01,2020-01-29,Ryan Arcidiacono,25,CHI,1,IND,-9.0,13.38,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,-1.0,2020-01-29,2020-01-29CHI,65.0,13.0,16.0,215.87000000000003,2.0,0.5,11.162671884566382,10.5
2020-01-31,arcidry01,2020-01-31,Ryan Arcidiacono,25,CHI,1,BRK,-15.0,17.03,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,6.0,5.5,-10.0,2020-01-31,2020-01-31CHI,69.0,22.0,10.0,188.49,3.0,1.0,7.488575839658899,12.5
2020-02-02,arcidry01,2020-02-02,Ryan Arcidiacono,25,CHI,1,TOR,-27.0,24.17,4.0,10.0,0.4,3.0,8.0,0.375,1.0,2.0,0.5,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,8.3,-18.0,2020-02-02,2020-02-02CHI,61.0,15.0,11.0,172.58,10.88,0.551470588235294,19.767427709365705,17.75
2020-02-06,arcidry01,2020-02-06,Ryan Arcidiacono,25,CHI,0,NOP,-6.0,24.49,5.0,6.0,0.833,3.0,4.0,0.75,0.0,0.0,,0.0,4.0,4.0,4.0,2.0,0.0,1.0,1.0,13.0,15.4,8.0,2020-02-06,2020-02-06CHI,58.0,11.0,10.0,170.82,6.0,1.0833333333333333,13.406272136090246,29.0
